camp_id,block_id,variable,count
CXB-233,CXB-233_C141,f_60_plus,59
CXB-233,CXB-233_C141,m_60_plus,74
CXB-233,CXB-233_D142,n_family,607
CXB-233,CXB-233_D142,n_individuals,2603
CXB-233,CXB-233_D142,f_below_1,27
CXB-233,CXB-233_D142,m_below_1,38
CXB-233,CXB-233_D142,f_1_to_4,181
CXB-233,CXB-233_D142,m_1_to_5,172
CXB-233,CXB-233_D142,f_5_to_11,298
CXB-233,CXB-233_D142,m_5_to_11,312
CXB-233,CXB-233_D142,f_12_to_17,167
CXB-233,CXB-233_D142,m_12_to_17,180
CXB-233,CXB-233_D142,f_18_to_59,667
CXB-233,CXB-233_D142,m_18_to_59,483
CXB-233,CXB-233_D142,f_60_plus,35
CXB-233,CXB-233_D142,m_60_plus,43
CXB-233,CXB-233_E143,n_family,686
CXB-233,CXB-233_E143,n_individuals,3581
CXB-233,CXB-233_E143,f_below_1,43
CXB-233,CXB-233_E143,m_below_1,54
CXB-233,CXB-233_E143,f_1_to_4,198
CXB-233,CXB-233_E143,m_1_to_5,215
CXB-233,CXB-233_E143,f_5_to_11,411
CXB-233,CXB-233_E143,m_5_to_11,427
CXB-233,CXB-233_E143,f_12_to_17,226
CXB-233,CXB-233_E143,m_12_to_17,271
CXB-233,CXB-233_E143,f_18_to_59,911
CXB-233,CXB-233_E143,m_18_to_59,706
CXB-233,CXB-233_E143,f_60_plus,53
CXB-233,CXB-233_E143,m_60_plus,66
CXB-233,CXB-233_F144,n_family,741
CXB-233,CXB-233_F144,n_individuals,3405
CXB-233,CXB-233_F144,f_below_1,47
CXB-233,CXB-233_F144,m_below_1,31
CXB-233,CXB-233_F144,f_1_to_4,156
CXB-233,CXB-233_F144,m_1_to_5,209
CXB-233,CXB-233_F144,f_5_to_11,428
CXB-233,CXB-233_F144,m_5_to_11,439
CXB-233,CXB-233_F144,f_12_to_17,250
CXB-233,CXB-233_F144,m_12_to_17,244
CXB-233,CXB-233_F144,f_18_to_59,848
CXB-233,CXB-233_F144,m_18_to_59,641
CXB-233,CXB-233_F144,f_60_plus,46
CXB-233,CXB-233_F144,m_60_plus,66
CXB-233,CXB-233_G145,n_family,488
CXB-233,CXB-233_G145,n_individuals,2240
CXB-233,CXB-233_G145,f_below_1,24
CXB-233,CXB-233_G145,m_below_1,23
CXB-233,CXB-233_G145,f_1_to_4,115
CXB-233,CXB-233_G145,m_1_to_5,117
CXB-233,CXB-233_G145,f_5_to_11,258
CXB-233,CXB-233_G145,m_5_to_11,268
CXB-233,CXB-233_G145,f_12_to_17,168
CXB-233,CXB-233_G145,m_12_to_17,147
CXB-233,CXB-233_G145,f_18_to_59,592
CXB-233,CXB-233_G145,m_18_to_59,425
CXB-233,CXB-233_G145,f_60_plus,47
CXB-233,CXB-233_G145,m_60_plus,56
CXB-017,CXB-017_A146,n_family,523
CXB-017,CXB-017_A146,n_individuals,2537
CXB-017,CXB-017_A146,f_below_1,30
CXB-017,CXB-017_A146,m_below_1,16
CXB-017,CXB-017_A146,f_1_to_4,152
CXB-017,CXB-017_A146,m_1_to_5,119
CXB-017,CXB-017_A146,f_5_to_11,330
CXB-017,CXB-017_A146,m_5_to_11,326
CXB-017,CXB-017_A146,f_12_to_17,172
CXB-017,CXB-017_A146,m_12_to_17,208
CXB-017,CXB-017_A146,f_18_to_59,620
CXB-017,CXB-017_A146,m_18_to_59,466
CXB-017,CXB-017_A146,f_60_plus,48
CXB-017,CXB-017_A146,m_60_plus,50
CXB-017,CXB-017_B147,n_family,796
CXB-017,CXB-017_B147,n_individuals,3903
CXB-017,CXB-017_B147,f_below_1,34
CXB-017,CXB-017_B147,m_below_1,55
CXB-017,CXB-017_B147,f_1_to_4,195
CXB-017,CXB-017_B147,m_1_to_5,227
CXB-017,CXB-017_B147,f_5_to_11,486
CXB-017,CXB-017_B147,m_5_to_11,487
CXB-017,CXB-017_B147,f_12_to_17,281
CXB-017,CXB-017_B147,m_12_to_17,297
CXB-017,CXB-017_B147,f_18_to_59,986
CXB-017,CXB-017_B147,m_18_to_59,728
CXB-017,CXB-017_B147,f_60_plus,61
CXB-017,CXB-017_B147,m_60_plus,66
CXB-025,CXB-025_A148,n_family,600
CXB-025,CXB-025_A148,n_individuals,2550
CXB-025,CXB-025_A148,f_below_1,40
CXB-025,CXB-025_A148,m_below_1,42
CXB-025,CXB-025_A148,f_1_to_4,163
CXB-025,CXB-025_A148,m_1_to_5,155
CXB-025,CXB-025_A148,f_5_to_11,291
CXB-025,CXB-025_A148,m_5_to_11,262
CXB-025,CXB-025_A148,f_12_to_17,173
CXB-025,CXB-025_A148,m_12_to_17,190
CXB-025,CXB-025_A148,f_18_to_59,636
CXB-025,CXB-025_A148,m_18_to_59,491
CXB-025,CXB-025_A148,f_60_plus,54
CXB-025,CXB-025_A148,m_60_plus,53
CXB-025,CXB-025_B149,n_family,776
CXB-025,CXB-025_B149,n_individuals,3090
CXB-025,CXB-025_B149,f_below_1,54
CXB-025,CXB-025_B149,m_below_1,48
CXB-025,CXB-025_B149,f_1_to_4,200
CXB-025,CXB-025_B149,m_1_to_5,206
CXB-025,CXB-025_B149,f_5_to_11,359
CXB-025,CXB-025_B149,m_5_to_11,356
CXB-025,CXB-025_B149,f_12_to_17,182
CXB-025,CXB-025_B149,m_12_to_17,206
CXB-025,CXB-025_B149,f_18_to_59,790
CXB-025,CXB-025_B149,m_18_to_59,579
CXB-025,CXB-025_B149,f_60_plus,50
CXB-025,CXB-025_B149,m_60_plus,60
CXB-025,CXB-025_C150,n_family,553
CXB-025,CXB-025_C150,n_individuals,2294
CXB-025,CXB-025_C150,f_below_1,38
CXB-025,CXB-025_C150,m_below_1,33
CXB-025,CXB-025_C150,f_1_to_4,128
CXB-025,CXB-025_C150,m_1_to_5,133
CXB-025,CXB-025_C150,f_5_to_11,238
CXB-025,CXB-025_C150,m_5_to_11,269
CXB-025,CXB-025_C150,f_12_to_17,170
CXB-025,CXB-025_C150,m_12_to_17,162
CXB-025,CXB-025_C150,f_18_to_59,569
CXB-025,CXB-025_C150,m_18_to_59,463
CXB-025,CXB-025_C150,f_60_plus,41
CXB-025,CXB-025_C150,m_60_plus,50
CXB-025,CXB-025_D151,n_family,1557
CXB-025,CXB-025_D151,n_individuals,6918
CXB-025,CXB-025_D151,f_below_1,79
CXB-025,CXB-025_D151,m_below_1,88
CXB-025,CXB-025_D151,f_1_to_4,436
CXB-025,CXB-025_D151,m_1_to_5,480
CXB-025,CXB-025_D151,f_5_to_11,794
CXB-025,CXB-025_D151,m_5_to_11,831
CXB-025,CXB-025_D151,f_12_to_17,484
CXB-025,CXB-025_D151,m_12_to_17,530
CXB-025,CXB-025_D151,f_18_to_59,1718
CXB-025,CXB-025_D151,m_18_to_59,1253
CXB-025,CXB-025_D151,f_60_plus,94
CXB-025,CXB-025_D151,m_60_plus,131
CXB-025,CXB-025_E152,n_family,1053
CXB-025,CXB-025_E152,n_individuals,4574
CXB-025,CXB-025_E152,f_below_1,69
CXB-025,CXB-025_E152,m_below_1,48
CXB-025,CXB-025_E152,f_1_to_4,294
CXB-025,CXB-025_E152,m_1_to_5,297
CXB-025,CXB-025_E152,f_5_to_11,514
CXB-025,CXB-025_E152,m_5_to_11,535
CXB-025,CXB-025_E152,f_12_to_17,323
CXB-025,CXB-025_E152,m_12_to_17,347
CXB-025,CXB-025_E152,f_18_to_59,1166
CXB-025,CXB-025_E152,m_18_to_59,829
CXB-025,CXB-025_E152,f_60_plus,65
CXB-025,CXB-025_E152,m_60_plus,87
CXB-025,CXB-025_F153,n_family,206
CXB-025,CXB-025_F153,n_individuals,931
CXB-025,CXB-025_F153,f_below_1,24
CXB-025,CXB-025_F153,m_below_1,35
CXB-025,CXB-025_F153,f_1_to_4,69
CXB-025,CXB-025_F153,m_1_to_5,60
CXB-025,CXB-025_F153,f_5_to_11,89
CXB-025,CXB-025_F153,m_5_to_11,119
CXB-025,CXB-025_F153,f_12_to_17,59
CXB-025,CXB-025_F153,m_12_to_17,70
CXB-025,CXB-025_F153,f_18_to_59,227
CXB-025,CXB-025_F153,m_18_to_59,165
CXB-025,CXB-025_F153,f_60_plus,9
CXB-025,CXB-025_F153,m_60_plus,5
CXB-025,CXB-025_G154,n_family,87
CXB-025,CXB-025_G154,n_individuals,389
CXB-025,CXB-025_G154,f_below_1,14
CXB-025,CXB-025_G154,m_below_1,21
CXB-025,CXB-025_G154,f_1_to_4,23
CXB-025,CXB-025_G154,m_1_to_5,24
CXB-025,CXB-025_G154,f_5_to_11,37
CXB-025,CXB-025_G154,m_5_to_11,45
CXB-025,CXB-025_G154,f_12_to_17,19
CXB-025,CXB-025_G154,m_12_to_17,24
CXB-025,CXB-025_G154,f_18_to_59,92
CXB-025,CXB-025_G154,m_18_to_59,80
CXB-025,CXB-025_G154,f_60_plus,3
CXB-025,CXB-025_G154,m_60_plus,7
CXB-025,CXB-025_H155,n_family,1112
CXB-025,CXB-025_H155,n_individuals,4621
CXB-025,CXB-025_H155,f_below_1,47
CXB-025,CXB-025_H155,m_below_1,47
CXB-025,CXB-025_H155,f_1_to_4,313
CXB-025,CXB-025_H155,m_1_to_5,259
CXB-025,CXB-025_H155,f_5_to_11,516
CXB-025,CXB-025_H155,m_5_to_11,542
CXB-025,CXB-025_H155,f_12_to_17,329
CXB-025,CXB-025_H155,m_12_to_17,327
CXB-025,CXB-025_H155,f_18_to_59,1191
CXB-025,CXB-025_H155,m_18_to_59,877
CXB-025,CXB-025_H155,f_60_plus,76
CXB-025,CXB-025_H155,m_60_plus,97
CXB-025,CXB-025_I156,n_family,1224
CXB-025,CXB-025_I156,n_individuals,5325
CXB-025,CXB-025_I156,f_below_1,65
CXB-025,CXB-025_I156,m_below_1,75
CXB-025,CXB-025_I156,f_1_to_4,308
CXB-025,CXB-025_I156,m_1_to_5,361
CXB-025,CXB-025_I156,f_5_to_11,600
CXB-025,CXB-025_I156,m_5_to_11,648
CXB-025,CXB-025_I156,f_12_to_17,348
CXB-025,CXB-025_I156,m_12_to_17,381
CXB-025,CXB-025_I156,f_18_to_59,1325
CXB-025,CXB-025_I156,m_18_to_59,1034
CXB-025,CXB-025_I156,f_60_plus,77
CXB-025,CXB-025_I156,m_60_plus,103
CXB-037,CXB-037_A157,n_family,561
CXB-037,CXB-037_A157,n_individuals,2629
CXB-037,CXB-037_A157,f_below_1,21
CXB-037,CXB-037_A157,m_below_1,25
CXB-037,CXB-037_A157,f_1_to_4,149
CXB-037,CXB-037_A157,m_1_to_5,136
CXB-037,CXB-037_A157,f_5_to_11,290
CXB-037,CXB-037_A157,m_5_to_11,313
CXB-037,CXB-037_A157,f_12_to_17,169
CXB-037,CXB-037_A157,m_12_to_17,191
CXB-037,CXB-037_A157,f_18_to_59,672
CXB-037,CXB-037_A157,m_18_to_59,563
CXB-037,CXB-037_A157,f_60_plus,48
CXB-037,CXB-037_A157,m_60_plus,52
CXB-037,CXB-037_B158,n_family,876
CXB-037,CXB-037_B158,n_individuals,3907
CXB-037,CXB-037_B158,f_below_1,29
CXB-037,CXB-037_B158,m_below_1,47
CXB-037,CXB-037_B158,f_1_to_4,236
CXB-037,CXB-037_B158,m_1_to_5,232
CXB-037,CXB-037_B158,f_5_to_11,461
CXB-037,CXB-037_B158,m_5_to_11,458
CXB-037,CXB-037_B158,f_12_to_17,270
CXB-037,CXB-037_B158,m_12_to_17,287
CXB-037,CXB-037_B158,f_18_to_59,993
CXB-037,CXB-037_B158,m_18_to_59,746
CXB-037,CXB-037_B158,f_60_plus,56
CXB-037,CXB-037_B158,m_60_plus,92
CXB-037,CXB-037_C159,n_family,690
CXB-037,CXB-037_C159,n_individuals,3150
CXB-037,CXB-037_C159,f_below_1,36
CXB-037,CXB-037_C159,m_below_1,30
CXB-037,CXB-037_C159,f_1_to_4,184
CXB-037,CXB-037_C159,m_1_to_5,184
CXB-037,CXB-037_C159,f_5_to_11,345
CXB-037,CXB-037_C159,m_5_to_11,375
CXB-037,CXB-037_C159,f_12_to_17,220
CXB-037,CXB-037_C159,m_12_to_17,247
CXB-037,CXB-037_C159,f_18_to_59,793
CXB-037,CXB-037_C159,m_18_to_59,624
CXB-037,CXB-037_C159,f_60_plus,49
CXB-037,CXB-037_C159,m_60_plus,63
CXB-203,CXB-203_A015,n_family,1253
CXB-203,CXB-203_A015,n_individuals,5429
CXB-203,CXB-203_A015,f_below_1,90
CXB-203,CXB-203_A015,m_below_1,96
CXB-203,CXB-203_A015,f_1_to_4,378
CXB-203,CXB-203_A015,m_1_to_5,364
CXB-203,CXB-203_A015,f_5_to_11,624
CXB-203,CXB-203_A015,m_5_to_11,611
CXB-203,CXB-203_A015,f_12_to_17,356
CXB-203,CXB-203_A015,m_12_to_17,372
CXB-203,CXB-203_A015,f_18_to_59,1368
CXB-203,CXB-203_A015,m_18_to_59,989
CXB-203,CXB-203_A015,f_60_plus,86
CXB-203,CXB-203_A015,m_60_plus,95
CXB-203,CXB-203_B016,n_family,973
CXB-203,CXB-203_B016,n_individuals,4144
CXB-203,CXB-203_B016,f_below_1,67
CXB-203,CXB-203_B016,m_below_1,61
CXB-203,CXB-203_B016,f_1_to_4,262
CXB-203,CXB-203_B016,m_1_to_5,272
CXB-203,CXB-203_B016,f_5_to_11,497
CXB-203,CXB-203_B016,m_5_to_11,466
CXB-203,CXB-203_B016,f_12_to_17,250
CXB-203,CXB-203_B016,m_12_to_17,299
CXB-203,CXB-203_B016,f_18_to_59,1037
CXB-203,CXB-203_B016,m_18_to_59,803
CXB-203,CXB-203_B016,f_60_plus,62
CXB-203,CXB-203_B016,m_60_plus,68
CXB-203,CXB-203_C017,n_family,1142
CXB-203,CXB-203_C017,n_individuals,4750
CXB-203,CXB-203_C017,f_below_1,72
CXB-203,CXB-203_C017,m_below_1,61
CXB-203,CXB-203_C017,f_1_to_4,287
CXB-203,CXB-203_C017,m_1_to_5,336
CXB-203,CXB-203_C017,f_5_to_11,557
CXB-203,CXB-203_C017,m_5_to_11,629
CXB-203,CXB-203_C017,f_12_to_17,305
CXB-203,CXB-203_C017,m_12_to_17,327
CXB-203,CXB-203_C017,f_18_to_59,1176
CXB-203,CXB-203_C017,m_18_to_59,867
CXB-203,CXB-203_C017,f_60_plus,65
CXB-203,CXB-203_C017,m_60_plus,68
CXB-203,CXB-203_D018,n_family,1279
CXB-203,CXB-203_D018,n_individuals,5308
CXB-203,CXB-203_D018,f_below_1,71
CXB-203,CXB-203_D018,m_below_1,82
CXB-203,CXB-203_D018,f_1_to_4,366
CXB-203,CXB-203_D018,m_1_to_5,333
CXB-203,CXB-203_D018,f_5_to_11,628
CXB-203,CXB-203_D018,m_5_to_11,687
CXB-203,CXB-203_D018,f_12_to_17,330
CXB-203,CXB-203_D018,m_12_to_17,338
CXB-203,CXB-203_D018,f_18_to_59,1330
CXB-203,CXB-203_D018,m_18_to_59,978
CXB-203,CXB-203_D018,f_60_plus,79
CXB-203,CXB-203_D018,m_60_plus,86
CXB-203,CXB-203_E019,n_family,1250
CXB-203,CXB-203_E019,n_individuals,5367
CXB-203,CXB-203_E019,f_below_1,75
CXB-203,CXB-203_E019,m_below_1,73
CXB-203,CXB-203_E019,f_1_to_4,365
CXB-203,CXB-203_E019,m_1_to_5,420
CXB-203,CXB-203_E019,f_5_to_11,669
CXB-203,CXB-203_E019,m_5_to_11,629
CXB-203,CXB-203_E019,f_12_to_17,289
CXB-203,CXB-203_E019,m_12_to_17,353
CXB-203,CXB-203_E019,f_18_to_59,1315
CXB-203,CXB-203_E019,m_18_to_59,992
CXB-203,CXB-203_E019,f_60_plus,86
CXB-203,CXB-203_E019,m_60_plus,101
CXB-204,CXB-204_A020,n_family,1304
CXB-204,CXB-204_A020,n_individuals,5582
CXB-204,CXB-204_A020,f_below_1,77
CXB-204,CXB-204_A020,m_below_1,72
CXB-204,CXB-204_A020,f_1_to_4,319
CXB-204,CXB-204_A020,m_1_to_5,351
CXB-204,CXB-204_A020,f_5_to_11,688
CXB-204,CXB-204_A020,m_5_to_11,662
CXB-204,CXB-204_A020,f_12_to_17,395
CXB-204,CXB-204_A020,m_12_to_17,432
CXB-204,CXB-204_A020,f_18_to_59,1387
CXB-204,CXB-204_A020,m_18_to_59,997
CXB-204,CXB-204_A020,f_60_plus,76
CXB-204,CXB-204_A020,m_60_plus,126
CXB-204,CXB-204_B021,n_family,1386
CXB-204,CXB-204_B021,n_individuals,6028
CXB-204,CXB-204_B021,f_below_1,75
CXB-204,CXB-204_B021,m_below_1,88
CXB-204,CXB-204_B021,f_1_to_4,382
CXB-204,CXB-204_B021,m_1_to_5,450
CXB-204,CXB-204_B021,f_5_to_11,726
CXB-204,CXB-204_B021,m_5_to_11,771
CXB-204,CXB-204_B021,f_12_to_17,363
CXB-204,CXB-204_B021,m_12_to_17,405
CXB-204,CXB-204_B021,f_18_to_59,1459
CXB-204,CXB-204_B021,m_18_to_59,1089
CXB-204,CXB-204_B021,f_60_plus,97
CXB-204,CXB-204_B021,m_60_plus,123
CXB-204,CXB-204_C022,n_family,1357
CXB-204,CXB-204_C022,n_individuals,5864
CXB-204,CXB-204_C022,f_below_1,98
CXB-204,CXB-204_C022,m_below_1,96
CXB-204,CXB-204_C022,f_1_to_4,367
CXB-204,CXB-204_C022,m_1_to_5,369
CXB-204,CXB-204_C022,f_5_to_11,667
CXB-204,CXB-204_C022,m_5_to_11,680
CXB-204,CXB-204_C022,f_12_to_17,381
CXB-204,CXB-204_C022,m_12_to_17,377
CXB-204,CXB-204_C022,f_18_to_59,1488
CXB-204,CXB-204_C022,m_18_to_59,1117
CXB-204,CXB-204_C022,f_60_plus,97
CXB-204,CXB-204_C022,m_60_plus,127
CXB-204,CXB-204_D023,n_family,1368
CXB-204,CXB-204_D023,n_individuals,6027
CXB-204,CXB-204_D023,f_below_1,78
CXB-204,CXB-204_D023,m_below_1,107
CXB-204,CXB-204_D023,f_1_to_4,331
CXB-204,CXB-204_D023,m_1_to_5,374
CXB-204,CXB-204_D023,f_5_to_11,712
CXB-204,CXB-204_D023,m_5_to_11,703
CXB-204,CXB-204_D023,f_12_to_17,357
CXB-204,CXB-204_D023,m_12_to_17,414
CXB-204,CXB-204_D023,f_18_to_59,1487
CXB-204,CXB-204_D023,m_18_to_59,1244
CXB-204,CXB-204_D023,f_60_plus,94
CXB-204,CXB-204_D023,m_60_plus,126
CXB-205,CXB-205_A024,n_family,1148
CXB-205,CXB-205_A024,n_individuals,5349
CXB-205,CXB-205_A024,f_below_1,76
CXB-205,CXB-205_A024,m_below_1,86
CXB-205,CXB-205_A024,f_1_to_4,310
CXB-205,CXB-205_A024,m_1_to_5,335
CXB-205,CXB-205_A024,f_5_to_11,622
CXB-205,CXB-205_A024,m_5_to_11,556
CXB-205,CXB-205_A024,f_12_to_17,354
CXB-205,CXB-205_A024,m_12_to_17,403
CXB-205,CXB-205_A024,f_18_to_59,1324
CXB-205,CXB-205_A024,m_18_to_59,1091
CXB-205,CXB-205_A024,f_60_plus,95
CXB-205,CXB-205_A024,m_60_plus,97
CXB-205,CXB-205_B025,n_family,1185
CXB-205,CXB-205_B025,n_individuals,5252
CXB-205,CXB-205_B025,f_below_1,85
CXB-205,CXB-205_B025,m_below_1,72
CXB-205,CXB-205_B025,f_1_to_4,325
CXB-205,CXB-205_B025,m_1_to_5,365
CXB-205,CXB-205_B025,f_5_to_11,589
CXB-205,CXB-205_B025,m_5_to_11,631
CXB-205,CXB-205_B025,f_12_to_17,331
CXB-205,CXB-205_B025,m_12_to_17,352
CXB-205,CXB-205_B025,f_18_to_59,1273
CXB-205,CXB-205_B025,m_18_to_59,1023
CXB-205,CXB-205_B025,f_60_plus,92
CXB-205,CXB-205_B025,m_60_plus,114
CXB-205,CXB-205_C026,n_family,895
CXB-205,CXB-205_C026,n_individuals,3920
CXB-205,CXB-205_C026,f_below_1,48
CXB-205,CXB-205_C026,m_below_1,61
CXB-205,CXB-205_C026,f_1_to_4,262
CXB-205,CXB-205_C026,m_1_to_5,253
CXB-205,CXB-205_C026,f_5_to_11,446
CXB-205,CXB-205_C026,m_5_to_11,459
CXB-205,CXB-205_C026,f_12_to_17,246
CXB-205,CXB-205_C026,m_12_to_17,272
CXB-205,CXB-205_C026,f_18_to_59,972
CXB-205,CXB-205_C026,m_18_to_59,783
CXB-205,CXB-205_C026,f_60_plus,47
CXB-205,CXB-205_C026,m_60_plus,71
CXB-205,CXB-205_D027,n_family,1305
CXB-205,CXB-205_D027,n_individuals,5695
CXB-205,CXB-205_D027,f_below_1,93
CXB-205,CXB-205_D027,m_below_1,102
CXB-205,CXB-205_D027,f_1_to_4,337
CXB-205,CXB-205_D027,m_1_to_5,361
CXB-205,CXB-205_D027,f_5_to_11,628
CXB-205,CXB-205_D027,m_5_to_11,710
CXB-205,CXB-205_D027,f_12_to_17,349
CXB-205,CXB-205_D027,m_12_to_17,398
CXB-205,CXB-205_D027,f_18_to_59,1402
CXB-205,CXB-205_D027,m_18_to_59,1125
CXB-205,CXB-205_D027,f_60_plus,95
CXB-205,CXB-205_D027,m_60_plus,95
CXB-205,CXB-205_E028,n_family,1259
CXB-205,CXB-205_E028,n_individuals,5624
CXB-205,CXB-205_E028,f_below_1,68
CXB-205,CXB-205_E028,m_below_1,84
CXB-205,CXB-205_E028,f_1_to_4,356
CXB-205,CXB-205_E028,m_1_to_5,346
CXB-205,CXB-205_E028,f_5_to_11,611
CXB-205,CXB-205_E028,m_5_to_11,654
CXB-205,CXB-205_E028,f_12_to_17,352
CXB-205,CXB-205_E028,m_12_to_17,418
CXB-205,CXB-205_E028,f_18_to_59,1384
CXB-205,CXB-205_E028,m_18_to_59,1139
CXB-205,CXB-205_E028,f_60_plus,94
CXB-205,CXB-205_E028,m_60_plus,118
CXB-205,CXB-205_F029,n_family,1205
CXB-205,CXB-205_F029,n_individuals,5156
CXB-205,CXB-205_F029,f_below_1,82
CXB-205,CXB-205_F029,m_below_1,85
CXB-205,CXB-205_F029,f_1_to_4,333
CXB-205,CXB-205_F029,m_1_to_5,317
CXB-205,CXB-205_F029,f_5_to_11,548
CXB-205,CXB-205_F029,m_5_to_11,545
CXB-205,CXB-205_F029,f_12_to_17,345
CXB-205,CXB-205_F029,m_12_to_17,373
CXB-205,CXB-205_F029,f_18_to_59,1297
CXB-205,CXB-205_F029,m_18_to_59,1023
CXB-205,CXB-205_F029,f_60_plus,99
CXB-205,CXB-205_F029,m_60_plus,109
CXB-205,CXB-205_G030,n_family,1013
CXB-205,CXB-205_G030,n_individuals,4466
CXB-205,CXB-205_G030,f_below_1,62
CXB-205,CXB-205_G030,m_below_1,65
CXB-205,CXB-205_G030,f_1_to_4,286
CXB-205,CXB-205_G030,m_1_to_5,294
CXB-205,CXB-205_G030,f_5_to_11,507
CXB-205,CXB-205_G030,m_5_to_11,546
CXB-205,CXB-205_G030,f_12_to_17,269
CXB-205,CXB-205_G030,m_12_to_17,305
CXB-205,CXB-205_G030,f_18_to_59,1082
CXB-205,CXB-205_G030,m_18_to_59,882
CXB-205,CXB-205_G030,f_60_plus,82
CXB-205,CXB-205_G030,m_60_plus,86
CXB-206,CXB-206_A031,n_family,1141
CXB-206,CXB-206_A031,n_individuals,5066
CXB-206,CXB-206_A031,f_below_1,78
CXB-206,CXB-206_A031,m_below_1,62
CXB-206,CXB-206_A031,f_1_to_4,311
CXB-206,CXB-206_A031,m_1_to_5,336
CXB-206,CXB-206_A031,f_5_to_11,575
CXB-206,CXB-206_A031,m_5_to_11,578
CXB-206,CXB-206_A031,f_12_to_17,322
CXB-206,CXB-206_A031,m_12_to_17,372
CXB-206,CXB-206_A031,f_18_to_59,1240
CXB-206,CXB-206_A031,m_18_to_59,1023
CXB-206,CXB-206_A031,f_60_plus,76
CXB-206,CXB-206_A031,m_60_plus,93
CXB-206,CXB-206_B032,n_family,1115
CXB-206,CXB-206_B032,n_individuals,4653
CXB-206,CXB-206_B032,f_below_1,84
CXB-206,CXB-206_B032,m_below_1,87
CXB-206,CXB-206_B032,f_1_to_4,296
CXB-206,CXB-206_B032,m_1_to_5,330
CXB-206,CXB-206_B032,f_5_to_11,533
CXB-206,CXB-206_B032,m_5_to_11,526
CXB-206,CXB-206_B032,f_12_to_17,275
CXB-206,CXB-206_B032,m_12_to_17,307
CXB-206,CXB-206_B032,f_18_to_59,1155
CXB-206,CXB-206_B032,m_18_to_59,933
CXB-206,CXB-206_B032,f_60_plus,65
CXB-206,CXB-206_B032,m_60_plus,62
CXB-206,CXB-206_C033,n_family,1019
CXB-206,CXB-206_C033,n_individuals,4261
CXB-206,CXB-206_C033,f_below_1,64
CXB-206,CXB-206_C033,m_below_1,82
CXB-206,CXB-206_C033,f_1_to_4,273
CXB-206,CXB-206_C033,m_1_to_5,286
CXB-206,CXB-206_C033,f_5_to_11,434
CXB-206,CXB-206_C033,m_5_to_11,448
CXB-206,CXB-206_C033,f_12_to_17,284
CXB-206,CXB-206_C033,m_12_to_17,269
CXB-206,CXB-206_C033,f_18_to_59,1116
CXB-206,CXB-206_C033,m_18_to_59,878
CXB-206,CXB-206_C033,f_60_plus,51
CXB-206,CXB-206_C033,m_60_plus,76
CXB-206,CXB-206_D034,n_family,993
CXB-206,CXB-206_D034,n_individuals,4139
CXB-206,CXB-206_D034,f_below_1,68
CXB-206,CXB-206_D034,m_below_1,75
CXB-206,CXB-206_D034,f_1_to_4,254
CXB-206,CXB-206_D034,m_1_to_5,294
CXB-206,CXB-206_D034,f_5_to_11,409
CXB-206,CXB-206_D034,m_5_to_11,497
CXB-206,CXB-206_D034,f_12_to_17,247
CXB-206,CXB-206_D034,m_12_to_17,273
CXB-206,CXB-206_D034,f_18_to_59,1028
CXB-206,CXB-206_D034,m_18_to_59,858
CXB-206,CXB-206_D034,f_60_plus,66
CXB-206,CXB-206_D034,m_60_plus,70
CXB-206,CXB-206_E035,n_family,1166
CXB-206,CXB-206_E035,n_individuals,5109
CXB-206,CXB-206_E035,f_below_1,114
CXB-206,CXB-206_E035,m_below_1,91
CXB-206,CXB-206_E035,f_1_to_4,337
CXB-206,CXB-206_E035,m_1_to_5,356
CXB-206,CXB-206_E035,f_5_to_11,575
CXB-206,CXB-206_E035,m_5_to_11,600
CXB-206,CXB-206_E035,f_12_to_17,302
CXB-206,CXB-206_E035,m_12_to_17,340
CXB-206,CXB-206_E035,f_18_to_59,1256
CXB-206,CXB-206_E035,m_18_to_59,983
CXB-206,CXB-206_E035,f_60_plus,68
CXB-206,CXB-206_E035,m_60_plus,87
CXB-206,CXB-206_F036,n_family,857
CXB-206,CXB-206_F036,n_individuals,3640
CXB-206,CXB-206_F036,f_below_1,83
CXB-206,CXB-206_F036,m_below_1,73
CXB-206,CXB-206_F036,f_1_to_4,219
CXB-206,CXB-206_F036,m_1_to_5,217
CXB-206,CXB-206_F036,f_5_to_11,350
CXB-206,CXB-206_F036,m_5_to_11,404
CXB-206,CXB-206_F036,f_12_to_17,237
CXB-206,CXB-206_F036,m_12_to_17,250
CXB-206,CXB-206_F036,f_18_to_59,947
CXB-206,CXB-206_F036,m_18_to_59,740
CXB-206,CXB-206_F036,f_60_plus,54
CXB-206,CXB-206_F036,m_60_plus,66
CXB-206,CXB-206_G037,n_family,681
CXB-206,CXB-206_G037,n_individuals,2866
CXB-206,CXB-206_G037,f_below_1,56
CXB-206,CXB-206_G037,m_below_1,55
CXB-206,CXB-206_G037,f_1_to_4,193
CXB-206,CXB-206_G037,m_1_to_5,184
CXB-206,CXB-206_G037,f_5_to_11,290
CXB-206,CXB-206_G037,m_5_to_11,340
CXB-206,CXB-206_G037,f_12_to_17,161
CXB-206,CXB-206_G037,m_12_to_17,186
CXB-206,CXB-206_G037,f_18_to_59,728
CXB-206,CXB-206_G037,m_18_to_59,568
CXB-206,CXB-206_G037,f_60_plus,53
