sblock_id,pop_n_family,pop_n_individuals,pop_f_below_1,pop_m_below_1,pop_f_1_to_4,pop_m_1_to_5,pop_f_5_to_11,pop_m_5_to_11,pop_f_12_to_17,pop_m_12_to_17,pop_f_18_to_59,pop_m_18_to_59,pop_f_60_plus,pop_m_60_plus
CXB-201_G007_04,263,1150,15,19,69,70,137,139,66,78,284,231,18,25
CXB-201_G007_05,187,819,10,13,49,50,97,99,47,55,202,164,13,18
CXB-202_A008_01,105,494,8,6,28,29,51,62,33,34,123,100,9,11
CXB-202_A008_02,139,650,10,8,37,38,67,82,43,45,162,132,11,14
CXB-202_A008_03,168,786,13,10,45,46,81,99,52,54,196,159,14,17
CXB-202_A008_04,176,827,13,11,47,49,86,104,55,57,206,167,14,18
CXB-202_A008_05,175,822,13,11,47,48,85,104,54,56,205,166,14,18
CXB-202_A008_06,136,640,10,8,37,38,66,81,42,44,160,130,11,14
CXB-202_A008_07,85,398,6,5,23,23,41,50,26,27,99,81,7,8
CXB-202_A008_08,115,539,9,7,31,32,56,68,36,37,135,109,9,12
CXB-202_B009_01,170,777,9,12,44,39,86,95,50,56,195,160,15,15
CXB-202_B009_02,123,565,7,9,32,29,63,69,36,41,142,116,11,11
CXB-202_B009_03,194,886,11,14,50,45,98,109,57,64,223,182,17,17
CXB-202_B009_04,123,565,7,9,32,29,63,69,36,41,142,116,11,11
CXB-202_B009_05,137,625,7,10,36,32,69,77,40,45,157,129,12,12
CXB-202_B009_06,123,565,7,9,32,29,63,69,36,41,142,116,11,11
CXB-202_B009_07,198,904,11,14,51,46,100,111,58,65,227,186,17,18
CXB-202_B009_08,219,1002,12,16,57,51,111,123,64,72,252,206,19,19
CXB-202_C010_01,199,874,12,9,51,52,98,104,51,59,219,182,16,21
CXB-202_C010_02,231,1017,14,10,60,61,114,122,59,69,254,212,19,24
CXB-202_C010_03,184,808,11,8,47,48,90,97,47,55,202,168,15,19
CXB-202_C010_04,211,929,12,9,55,56,104,111,54,63,232,193,17,22
CXB-202_C010_05,200,879,12,9,52,53,98,105,51,59,220,183,16,21
CXB-202_C010_06,213,934,12,9,55,56,105,112,54,63,234,194,17,22
CXB-202_C010_07,195,857,11,9,50,51,96,103,50,58,214,178,16,20
CXB-202_D011_01,225,997,10,12,57,63,121,118,58,69,252,199,16,23
CXB-202_D011_02,270,1197,12,15,68,76,146,141,70,83,302,239,19,27
CXB-202_D011_03,158,701,7,9,40,44,85,83,41,49,177,140,11,16
CXB-202_D011_04,237,1051,10,13,60,66,128,124,61,73,266,210,17,24
CXB-202_D011_05,202,895,9,11,51,57,109,106,52,62,226,178,14,20
CXB-202_E012_01,227,1038,13,11,63,63,130,120,72,63,244,209,23,27
CXB-202_E012_02,184,839,11,9,51,51,105,97,59,51,197,169,18,22
CXB-202_E012_03,85,386,5,4,23,23,48,45,27,23,91,78,9,10
CXB-202_E012_04,185,845,11,9,51,51,106,98,59,51,198,170,19,22
CXB-202_E012_05,264,1203,15,13,73,73,150,139,84,73,282,242,27,31
CXB-202_F013_01,142,623,8,10,31,39,71,71,42,43,152,130,12,13
CXB-202_F013_02,212,934,12,15,47,59,106,106,62,65,229,195,18,20
CXB-202_F013_03,227,997,13,16,50,63,113,113,67,69,244,208,19,22
CXB-202_F013_04,218,959,13,16,48,60,109,109,64,66,235,200,19,21
CXB-202_F013_05,126,553,7,9,28,35,63,63,37,38,135,115,11,12
CXB-202_F013_06,149,654,9,11,33,41,74,74,44,45,160,137,13,14
CXB-202_F013_07,137,604,8,10,30,38,68,68,40,42,148,126,12,13
CXB-202_G014_01,182,863,10,11,46,48,106,94,62,68,209,176,16,18
CXB-202_G014_02,180,856,10,10,46,48,105,93,61,67,208,174,16,18
CXB-202_G014_03,124,591,7,7,32,33,72,64,42,46,143,120,11,12
CXB-202_G014_04,232,1100,12,13,59,62,135,119,79,86,267,224,21,23
CXB-202_G014_05,133,632,7,8,34,35,77,68,45,50,153,129,12,13
CXB-202_G014_06,212,1005,11,12,54,56,123,109,72,79,244,205,19,21
CXB-202_G014_07,229,1087,12,13,58,61,133,118,78,85,264,221,21,23
CXB-203_A015_01,276,1195,20,21,83,80,137,134,78,82,301,218,19,21
CXB-203_A015_02,166,720,12,13,50,48,83,81,47,49,181,131,11,13
CXB-203_A015_03,128,554,9,10,39,37,64,62,36,38,140,101,9,10
CXB-203_A015_04,150,649,11,11,45,44,75,73,43,44,164,118,10,11
CXB-203_A015_05,163,704,12,12,49,47,81,79,46,48,177,128,11,12
CXB-203_A015_06,188,815,14,14,57,55,94,92,53,56,205,148,13,14
CXB-203_A015_07,183,791,13,14,55,53,91,89,52,54,199,144,13,14
CXB-203_B016_01,11,46,1,1,3,3,5,5,3,3,11,9,1,1
CXB-203_B016_02,95,403,7,6,26,26,48,45,24,29,101,78,6,7
CXB-203_B016_03,164,697,11,10,44,46,84,78,42,50,174,135,10,11
CXB-203_B016_04,342,1458,24,21,92,96,175,164,88,105,365,282,22,24
CXB-203_B016_05,362,1540,25,23,97,101,185,173,93,111,385,298,23,25
CXB-203_C017_01,126,525,8,7,32,37,62,70,34,36,130,96,7,8
CXB-203_C017_02,108,450,7,6,27,32,53,60,29,31,111,82,6,6
CXB-203_C017_03,128,533,8,7,32,38,63,71,34,37,132,97,7,8
CXB-203_C017_04,163,679,10,9,41,48,80,90,44,47,168,124,9,10
CXB-203_C017_05,206,858,13,11,52,61,101,114,55,59,213,157,12,12
CXB-203_C017_06,167,696,11,9,42,49,82,92,45,48,172,127,10,10
CXB-203_C017_07,155,646,10,8,39,46,76,86,41,44,160,118,9,9
CXB-203_C017_08,87,362,5,5,22,26,43,48,23,25,90,66,5,5
CXB-203_D018_01,192,796,11,12,55,50,94,103,50,51,200,147,12,13
CXB-203_D018_02,143,594,8,9,41,37,70,77,37,38,149,109,9,10
CXB-203_D018_03,211,877,12,14,60,55,104,114,55,56,220,162,13,14
CXB-203_D018_04,191,792,11,12,55,50,94,102,49,50,198,146,12,13
CXB-203_D018_05,186,774,10,12,53,49,92,100,48,49,194,143,12,13
CXB-203_D018_06,210,873,12,13,60,55,103,113,54,56,219,161,13,14
CXB-203_D018_07,145,603,8,9,42,38,71,78,37,38,151,111,9,10
CXB-203_E019_01,148,636,9,9,43,50,79,74,34,42,156,117,10,12
CXB-203_E019_02,153,655,9,9,45,51,82,77,35,43,161,121,11,12
CXB-203_E019_03,200,859,12,12,58,67,107,101,46,56,210,159,14,16
CXB-203_E019_04,135,581,8,8,40,45,72,68,31,38,142,107,9,11
CXB-203_E019_05,176,755,11,10,51,59,94,88,41,50,185,139,12,14
CXB-203_E019_06,186,799,11,11,54,63,100,94,43,53,196,148,13,15
CXB-203_E019_07,190,814,11,11,55,64,101,95,44,54,200,150,13,15
CXB-203_E019_08,62,268,4,4,18,21,33,31,14,18,66,50,4,5
CXB-204_A020_01,117,500,7,6,29,31,62,59,35,39,124,89,7,11
CXB-204_A020_02,99,424,6,5,24,27,52,50,30,33,105,76,6,10
CXB-204_A020_03,195,835,12,11,48,53,103,99,59,65,208,149,11,19
CXB-204_A020_04,223,956,13,12,55,60,118,113,68,74,237,171,13,22
CXB-204_A020_05,219,937,13,12,54,59,115,111,66,72,233,167,13,21
CXB-204_A020_06,197,842,12,11,48,53,104,100,60,65,209,150,11,19
CXB-204_A020_07,254,1089,15,14,62,68,134,129,77,84,270,194,15,25
CXB-204_B021_01,98,426,5,6,27,32,51,54,26,29,103,77,7,9
CXB-204_B021_02,147,639,8,9,40,48,77,82,38,43,155,115,10,13
CXB-204_B021_03,142,619,8,9,39,46,75,79,37,42,150,112,10,13
CXB-204_B021_04,118,515,6,8,33,38,62,66,31,35,125,93,8,11
CXB-204_B021_05,136,589,7,9,37,44,71,75,35,40,143,106,9,12
CXB-204_B021_06,149,649,8,9,41,48,78,83,39,44,157,117,10,13
CXB-204_B021_07,430,1872,23,27,119,140,225,239,113,126,453,338,30,38
CXB-204_B021_08,165,718,9,10,46,54,86,92,43,48,174,130,12,15
CXB-204_C022_01,142,612,10,10,38,39,70,71,40,39,155,117,10,13
CXB-204_C022_02,188,814,14,13,51,51,93,94,53,52,207,155,13,18
CXB-204_C022_03,235,1017,17,17,64,64,116,118,66,65,258,194,17,22
CXB-204_C022_04,102,439,7,7,27,28,50,51,29,28,111,84,7,10
CXB-204_C022_05,101,434,7,7,27,27,49,50,28,28,110,83,7,9
CXB-204_C022_06,220,953,16,16,60,60,108,110,62,61,242,181,16,21
CXB-204_C022_07,192,829,14,14,52,52,94,96,54,53,210,158,14,18
CXB-204_C022_08,177,765,13,13,48,48,87,89,50,49,194,146,13,17
CXB-204_D023_01,144,635,8,11,35,39,75,74,38,44,157,131,10,13
CXB-204_D023_02,87,385,5,7,21,24,45,45,23,26,95,79,6,8
CXB-204_D023_03,189,835,11,15,46,52,99,97,49,57,206,172,13,17
CXB-204_D023_04,219,965,12,17,53,60,114,113,57,66,238,199,15,20
CXB-204_D023_05,160,705,9,13,39,44,83,82,42,48,174,145,11,15
CXB-204_D023_06,286,1259,16,22,69,78,149,147,75,87,311,260,20,26
CXB-204_D023_07,144,635,8,11,35,39,75,74,38,44,157,131,10,13
CXB-204_D023_08,138,610,8,11,33,38,72,71,36,42,150,126,10,13
CXB-205_A024_01,176,820,12,13,48,51,95,85,54,62,203,167,15,15
CXB-205_A024_02,139,646,9,10,37,40,75,67,43,49,160,132,11,12
CXB-205_A024_03,119,553,8,9,32,35,64,58,37,42,137,113,10,10
CXB-205_A024_04,140,650,9,10,38,41,76,68,43,49,161,133,12,12
CXB-205_A024_05,230,1073,15,17,62,67,125,112,71,81,266,219,19,19
CXB-205_A024_06,109,510,7,8,30,32,59,53,34,38,126,104,9,9
CXB-205_A024_07,142,660,9,11,38,41,77,69,44,50,163,135,12,12
CXB-205_A024_08,94,437,6,7,25,27,51,45,29,33,108,89,8,8
CXB-205_B025_01,178,788,13,11,49,55,88,95,50,53,191,154,14,17
CXB-205_B025_02,90,397,6,5,25,28,45,48,25,27,96,77,7,9
CXB-205_B025_03,140,619,10,8,38,43,69,74,39,41,150,121,11,13
CXB-205_B025_04,150,665,11,9,41,46,75,80,42,45,161,129,12,14
CXB-205_B025_05,246,1088,18,15,67,76,122,131,69,73,264,212,19,24
CXB-205_B025_06,181,801,13,11,50,56,90,96,51,54,194,156,14,17
CXB-205_B025_07,201,893,14,12,55,62,100,107,56,60,216,174,16,19
CXB-205_C026_01,163,712,9,11,48,46,81,83,45,49,177,142,9,13
CXB-205_C026_02,136,596,7,9,40,38,68,70,37,41,148,119,7,11
CXB-205_C026_03,233,1022,13,16,68,66,116,120,64,71,253,204,12,19
CXB-205_C026_04,157,689,8,11,46,44,78,81,43,48,171,138,8,12
CXB-205_C026_05,206,901,11,14,60,58,103,106,57,63,224,180,11,16
CXB-205_D027_01,241,1051,17,19,62,67,116,131,64,73,259,208,18,18
CXB-205_D027_02,175,764,12,14,45,48,84,95,47,53,188,151,13,13
CXB-205_D027_03,172,751,12,13,44,48,83,94,46,52,185,148,13,13
CXB-205_D027_04,186,810,13,15,48,51,89,101,50,57,199,160,14,14
CXB-205_D027_05,166,725,12,13,43,46,80,90,44,51,178,143,12,12
CXB-205_D027_06,196,856,14,15,51,54,94,107,52,60,211,169,14,14
CXB-205_D027_07,169,738,12,13,44,47,81,92,45,52,182,146,12,12
CXB-205_E028_01,201,897,11,13,57,55,97,104,56,67,221,182,15,19
CXB-205_E028_02,201,897,11,13,57,55,97,104,56,67,221,182,15,19
CXB-205_E028_03,150,671,8,10,42,41,73,78,42,50,165,136,11,14
CXB-205_E028_04,84,377,5,6,24,23,41,44,24,28,93,76,6,8
CXB-205_E028_05,145,648,8,10,41,40,70,75,41,48,160,131,11,14
CXB-205_E028_06,282,1259,15,19,80,77,137,146,79,94,310,255,21,26
CXB-205_E028_07,196,875,11,13,55,54,95,102,55,65,215,177,15,18
CXB-205_F029_01,207,884,14,15,57,54,94,93,59,64,222,175,17,19
CXB-205_F029_02,258,1105,18,18,71,68,117,117,74,80,278,219,21,23
CXB-205_F029_03,137,586,9,10,38,36,62,62,39,42,148,116,11,12
CXB-205_F029_04,232,992,16,16,64,61,105,105,66,72,250,197,19,21
CXB-205_F029_05,180,771,12,13,50,47,82,82,52,56,194,153,15,16
CXB-205_F029_06,191,816,13,13,53,50,87,86,55,59,205,162,16,17
CXB-205_G030_01,138,606,8,9,39,40,69,74,37,41,147,120,11,12
CXB-205_G030_02,138,606,8,9,39,40,69,74,37,41,147,120,11,12
CXB-205_G030_03,166,732,10,11,47,48,83,89,44,50,177,144,13,14
CXB-205_G030_04,131,578,8,8,37,38,66,71,35,39,140,114,11,11
CXB-205_G030_05,151,664,9,10,43,44,75,81,40,45,161,131,12,13
CXB-205_G030_06,175,770,11,11,49,51,87,94,46,53,187,152,14,15
CXB-205_G030_07,116,510,7,7,33,34,58,62,31,35,124,101,9,10
CXB-206_A031_01,168,745,11,9,46,49,85,85,47,55,182,150,11,14
CXB-206_A031_02,248,1101,17,13,68,73,125,126,70,81,270,222,17,20
CXB-206_A031_03,129,571,9,7,35,38,65,65,36,42,140,115,9,10
CXB-206_A031_04,200,887,14,11,54,59,101,101,56,65,217,179,13,16
CXB-206_A031_05,213,944,15,12,58,63,107,108,60,69,231,191,14,17
CXB-206_A031_06,184,818,13,10,50,54,93,93,52,60,200,165,12,15
CXB-206_B032_01,181,757,14,14,48,54,87,86,45,50,188,152,11,10
CXB-206_B032_02,418,1745,32,33,111,124,200,197,103,115,433,350,24,23
CXB-206_B032_03,216,900,16,17,57,64,103,102,53,59,223,180,13,12
CXB-206_B032_04,108,452,8,8,29,32,52,51,27,30,112,91,6,6
CXB-206_B032_05,108,450,8,8,29,32,52,51,27,30,112,90,6,6
CXB-206_B032_06,84,349,6,7,22,25,40,39,21,23,87,70,5,5
CXB-206_C033_01,233,974,15,19,62,65,99,102,65,61,255,201,12,17
CXB-206_C033_02,141,589,9,11,38,40,60,62,39,37,154,121,7,11
CXB-206_C033_03,126,527,8,10,34,35,54,55,35,33,138,109,6,9
CXB-206_C033_04,88,368,6,7,24,25,38,39,25,23,96,76,4,7
CXB-206_C033_05,122,511,8,10,33,34,52,54,34,32,134,105,6,9
CXB-206_C033_06,124,519,8,10,33,35,53,55,35,33,136,107,6,9
CXB-206_C033_07,185,773,12,15,50,52,79,81,52,49,202,159,9,14
CXB-206_D034_01,130,542,9,10,33,38,54,65,32,36,135,112,9,9
CXB-206_D034_02,121,503,8,9,31,36,50,60,30,33,125,104,8,9
CXB-206_D034_03,126,525,9,10,32,37,52,63,31,35,130,109,8,9
CXB-206_D034_04,206,860,14,16,53,61,85,103,51,57,214,178,14,15
CXB-206_D034_05,180,752,12,14,46,53,74,90,45,50,187,156,12,13
CXB-206_D034_06,230,957,16,17,59,68,95,115,57,63,238,198,15,16
CXB-206_E035_01,196,858,19,15,57,60,97,101,51,57,211,165,11,15
CXB-206_E035_02,168,738,16,13,49,51,83,87,44,49,181,142,10,13
CXB-206_E035_03,186,814,18,14,54,57,92,96,48,54,200,157,11,14
CXB-206_E035_04,193,845,19,15,56,59,95,99,50,56,208,163,11,14
CXB-206_E035_05,173,756,17,13,50,53,85,89,45,50,186,145,10,13
CXB-206_E035_06,251,1098,25,20,72,77,124,129,65,73,270,211,15,19
CXB-206_F036_01,241,1023,23,21,62,61,98,114,67,70,266,208,15,19
CXB-206_F036_02,206,876,20,18,53,52,84,97,57,60,228,178,13,16
CXB-206_F036_03,170,723,16,15,44,43,70,80,47,50,188,147,11,13
CXB-206_F036_04,240,1017,23,20,61,61,98,113,66,70,265,207,15,18
CXB-206_G037_01,163,685,13,13,46,44,69,81,39,44,174,136,13,12
CXB-206_G037_02,120,504,10,10,34,32,51,60,28,33,128,100,9,9
CXB-206_G037_03,196,824,16,16,55,53,83,98,46,53,209,163,15,15
CXB-206_G037_04,203,852,17,16,57,55,86,101,48,55,217,169,16,15
CXB-207_A047_01,132,557,8,7,38,39,53,53,35,33,141,124,11,15
CXB-207_A047_02,161,680,9,9,46,48,65,65,43,41,172,151,13,18
CXB-207_A047_03,163,687,9,9,47,49,66,65,44,41,173,153,14,18
CXB-207_A047_04,188,796,11,10,54,56,76,76,50,48,201,177,16,21
CXB-207_A047_05,166,702,9,9,48,50,67,67,44,42,177,156,14,19
CXB-207_A047_06,178,752,10,10,51,53,72,71,48,45,190,167,15,20
CXB-207_A047_07,166,702,9,9,48,50,67,67,44,42,177,156,14,19
CXB-207_B048_01,129,521,7,8,38,38,57,54,33,32,125,108,10,11
CXB-207_B048_02,119,483,6,7,35,36,53,50,31,30,115,101,9,10
CXB-207_B048_03,117,472,6,7,34,35,52,49,30,29,113,98,9,10
CXB-207_B048_04,109,442,6,7,32,33,48,46,28,27,106,92,8,9
CXB-207_B048_05,204,827,11,13,60,61,90,85,53,51,198,172,16,18
CXB-207_B048_06,147,596,8,9,43,44,65,62,38,37,143,124,11,13
CXB-207_B048_07,109,442,6,7,32,33,48,46,28,27,106,92,8,9
CXB-207_B048_08,86,347,5,5,25,26,38,36,22,22,83,72,7,7
CXB-207_C049_01,215,966,13,15,75,77,98,111,51,61,235,192,17,22
CXB-207_C049_02,130,585,8,9,45,47,59,67,31,37,142,116,10,13
CXB-207_C049_03,135,610,8,9,47,49,62,70,32,39,148,121,10,14
CXB-207_C049_04,117,527,7,8,41,42,53,61,28,33,128,105,9,12
CXB-207_C049_05,190,853,12,13,66,68,87,98,45,54,207,170,15,19
CXB-207_C049_06,169,761,10,11,59,61,77,88,40,48,185,151,13,17
CXB-207_C049_07,148,668,9,10,52,53,68,77,35,42,162,133,11,15
CXB-207_D050_01,158,716,7,10,55,49,72,79,42,47,180,145,13,16
CXB-207_D050_02,92,416,4,6,32,29,42,46,24,27,105,84,7,9
CXB-207_D050_03,223,1011,10,14,78,69,102,111,60,67,254,205,18,22
CXB-207_D050_04,144,653,7,9,51,45,66,72,38,43,164,132,12,14
CXB-207_D050_05,193,875,9,12,68,60,88,96,52,58,220,177,16,19
CXB-207_D050_06,140,634,6,9,49,43,64,70,37,42,159,128,11,14
CXB-207_D050_07,144,653,7,9,51,45,66,72,38,43,164,132,12,14
CXB-207_E051_01,191,941,12,12,73,76,103,100,51,64,224,189,16,20
CXB-207_E051_02,153,755,10,10,59,61,83,80,41,51,180,152,13,16
CXB-207_E051_03,191,941,12,12,73,76,103,100,51,64,224,189,16,20
CXB-207_E051_04,172,845,11,11,66,69,93,90,46,57,201,170,14,18
CXB-207_E051_05,284,1396,18,18,108,114,153,148,76,94,332,281,23,30
CXB-207_E051_06,198,977,13,12,76,79,107,104,53,66,233,197,16,21
CXB-207_F052_01,112,488,7,8,38,36,56,53,29,31,115,98,7,10
CXB-207_F052_02,157,683,9,11,53,50,78,74,41,43,161,137,10,14
CXB-207_F052_03,168,731,10,12,57,53,83,80,44,46,173,147,11,15
CXB-207_F052_04,120,522,7,9,41,38,60,57,31,33,123,105,8,11
CXB-207_F052_05,186,809,11,13,63,59,92,88,49,51,191,162,12,17
CXB-207_F052_06,191,834,11,14,65,61,95,91,50,53,197,167,13,17
CXB-207_F052_07,137,595,8,10,46,43,68,65,36,38,140,119,9,12
CXB-207_G053_01,167,830,11,11,59,59,91,98,47,56,198,167,12,21
CXB-207_G053_02,126,624,8,8,44,44,69,74,35,42,149,125,9,16
CXB-207_G053_03,202,1005,14,13,71,71,110,119,57,68,240,202,14,26
CXB-207_G053_04,79,390,5,5,28,28,43,46,22,27,93,78,5,10
CXB-207_G053_05,150,745,10,9,53,53,82,88,42,51,178,150,10,19
CXB-207_G053_06,178,884,12,11,63,63,97,104,50,60,211,177,12,23
CXB-207_G053_07,175,871,12,11,62,62,96,103,49,59,208,175,12,22
CXB-208_A043_01,112,559,7,7,41,40,59,74,34,35,131,110,10,13
CXB-208_A043_02,177,884,10,11,64,63,93,117,53,55,207,174,16,20
CXB-208_A043_03,197,984,12,12,72,70,103,130,59,61,231,194,18,23
CXB-208_A043_04,158,793,9,10,58,57,83,105,48,49,186,156,15,18
CXB-208_A043_05,163,817,10,10,59,58,86,108,49,51,192,161,15,19
CXB-208_A043_06,160,803,9,10,58,57,84,106,48,50,188,158,15,19
CXB-208_A043_07,173,865,10,10,63,62,91,114,52,54,203,171,16,20
CXB-208_B044_01,111,517,8,6,41,36,62,63,30,35,121,96,8,11
CXB-208_B044_02,136,634,9,8,50,44,76,77,37,43,148,119,9,13
CXB-208_B044_03,145,680,10,8,54,47,82,83,40,46,159,127,10,14
CXB-208_B044_04,160,748,11,9,59,52,90,91,44,51,175,140,11,15
CXB-208_B044_05,137,639,9,8,50,45,77,78,38,43,149,119,9,13
CXB-208_B044_06,186,870,13,10,69,61,104,106,51,59,203,163,13,18
CXB-208_B044_07,148,693,10,8,55,48,83,85,41,47,162,130,10,14
CXB-208_C045_01,139,635,7,7,44,49,72,72,40,43,149,128,10,14
CXB-208_C045_02,97,441,5,5,31,34,50,50,28,30,104,89,7,9
CXB-208_C045_03,144,659,8,7,46,51,75,74,42,44,155,133,11,14
CXB-208_C045_04,135,616,7,7,43,48,70,70,39,41,145,125,10,13
CXB-208_C045_05,166,759,9,8,53,59,86,86,48,51,178,153,12,16
CXB-208_C045_06,147,669,8,7,46,52,76,76,42,45,157,135,11,14
CXB-208_C045_07,156,711,8,8,49,55,81,80,45,48,167,144,11,15
CXB-208_C045_08,166,759,9,8,53,59,86,86,48,51,178,153,12,16
CXB-208_C045_09,165,754,9,8,52,58,86,85,47,51,177,152,12,16
CXB-208_D046_01,201,893,15,12,68,70,93,94,52,55,214,185,13,21
CXB-208_D046_02,215,953,16,13,73,75,99,100,56,59,229,197,14,22
CXB-208_D046_03,224,994,16,14,76,78,104,104,58,62,239,206,15,23
CXB-208_D046_04,141,626,10,9,48,49,65,66,37,39,150,129,9,14
CXB-208_D046_05,196,870,14,12,67,69,91,91,51,54,209,180,13,20
CXB-208_D046_06,138,612,10,8,47,48,64,64,36,38,147,127,9,14
CXB-208_D046_07,178,792,13,11,61,62,83,83,46,49,190,164,12,18
CXB-209_A038_XX,1210,5826,78,101,442,476,564,623,346,383,1408,1187,95,123
CXB-209_B039_XX,1004,4550,78,81,369,348,462,471,270,269,1147,889,69,97
CXB-209_C040_XX,785,2877,54,62,219,206,287,251,151,189,670,659,59,70
CXB-209_D041_XX,1050,4175,72,87,290,316,413,402,203,249,1039,923,72,109
CXB-209_E042_XX,952,4716,73,89,372,403,481,525,255,310,1088,954,78,88
CXB-210_A054_01,211,1009,10,14,65,63,111,118,67,72,249,203,16,21
CXB-210_A054_02,223,1065,11,14,68,66,118,125,71,76,263,214,17,22
CXB-210_A054_03,349,1670,17,22,107,104,184,196,111,119,413,335,27,35
CXB-210_A054_04,374,1791,18,24,115,111,198,210,119,128,443,360,29,37
CXB-210_A054_05,270,1291,13,17,83,80,143,151,86,92,319,259,21,27
CXB-210_A054_06,334,1598,16,21,102,99,176,187,107,114,395,321,26,33
CXB-210_A054_07,265,1267,13,17,81,79,140,148,84,90,313,254,21,26
CXB-210_B055_01,446,2114,21,29,132,133,228,235,145,154,532,426,29,51
CXB-210_B055_02,327,1552,16,21,97,97,168,173,106,113,391,313,21,37
CXB-210_B055_03,359,1703,17,23,106,107,184,189,116,124,429,343,23,41
CXB-210_B055_04,393,1863,19,26,116,117,201,207,127,135,469,375,25,45
CXB-210_B055_05,278,1317,13,18,82,83,142,146,90,96,332,265,18,32
CXB-210_B055_06,375,1779,18,24,111,112,192,198,122,129,448,358,24,43
CXB-210_C056_01,328,1541,18,18,89,97,162,178,97,113,384,322,26,36
CXB-210_C056_02,208,975,11,12,56,62,102,113,62,71,243,204,17,23
CXB-210_C056_03,228,1072,13,13,62,68,112,124,68,78,267,224,18,25
CXB-210_C056_04,253,1189,14,14,68,75,125,137,75,87,296,249,20,28
CXB-210_C056_05,176,827,10,10,48,52,87,95,52,61,206,173,14,19
CXB-210_C056_06,148,694,8,8,40,44,73,80,44,51,173,145,12,16
CXB-210_C056_07,300,1409,16,17,81,89,148,163,89,103,351,295,24,33
CXB-210_D057_01,7,30,1,2,2,1,3,3,1,1,8,6,1,1
CXB-210_D057_02,36,150,6,10,8,7,14,16,6,7,40,31,3,4
CXB-210_D057_03,14,60,2,4,3,3,6,6,2,3,16,12,1,1
CXB-210_D057_04,14,59,2,4,3,3,6,6,2,3,16,12,1,1
CXB-210_D057_05,9,39,2,3,2,2,4,4,2,2,10,8,1,1
CXB-210_E058_01,15,65,4,3,5,3,5,6,5,3,17,13,0,1
CXB-210_E058_02,26,114,6,5,9,5,9,10,8,6,29,23,1,2
CXB-210_E058_03,21,91,5,4,7,4,7,8,7,5,23,18,1,2
CXB-210_E058_04,16,70,4,3,5,3,6,6,5,4,18,14,0,1
CXB-210_E058_05,13,58,3,2,4,3,5,5,4,3,15,12,0,1
CXB-210_E058_06,23,101,5,4,8,5,8,9,7,5,26,20,1,2
CXB-210_F059_01,28,130,4,2,8,8,14,13,9,8,33,26,2,4
CXB-210_F059_02,24,111,3,2,7,7,12,11,8,7,28,22,2,4
CXB-210_F059_03,11,50,2,1,3,3,5,5,3,3,13,10,1,2
CXB-210_F059_04,16,72,2,1,4,4,8,7,5,5,18,14,1,2
CXB-210_F059_05,14,64,2,1,4,4,7,6,4,4,16,12,1,2
CXB-210_F059_06,17,80,2,1,5,5,9,8,6,5,20,16,1,3
CXB-210_F059_07,14,65,2,1,4,4,7,6,4,4,16,13,1,2
CXB-210_F059_08,20,91,3,2,5,5,10,9,6,6,23,18,1,3
CXB-211_A060_01,181,855,12,14,57,57,95,100,50,64,204,171,15,18
CXB-211_A060_02,197,932,13,15,62,63,103,109,55,70,222,186,16,19
CXB-211_A060_03,168,794,11,13,53,53,88,93,47,59,189,158,14,16
CXB-211_A060_04,114,538,7,9,36,36,60,63,32,40,128,107,9,11
CXB-211_A060_05,181,855,12,14,57,57,95,100,50,64,204,171,15,18
CXB-211_A060_06,170,806,11,13,54,54,89,94,47,60,192,161,14,17
CXB-211_B061_01,221,1015,14,16,69,61,115,116,60,71,252,207,15,19
CXB-211_B061_02,186,855,12,13,58,52,96,98,51,60,213,174,13,16
CXB-211_B061_03,183,842,12,13,57,51,95,96,50,59,209,172,12,16
CXB-211_B061_04,138,636,9,10,43,38,72,73,38,44,158,130,9,12
CXB-211_B061_05,225,1036,15,16,70,63,117,118,62,72,258,211,15,19
CXB-211_B061_06,153,703,10,11,48,42,79,80,42,49,175,143,10,13
CXB-211_C062_01,128,616,8,9,45,42,71,71,38,44,149,120,8,12
CXB-211_C062_02,168,811,10,12,59,55,94,93,50,58,196,158,11,16
CXB-211_C062_03,222,1073,13,15,78,73,124,123,66,77,260,209,14,21
CXB-211_C062_04,202,973,12,14,71,66,112,112,60,70,235,190,13,19
CXB-211_C062_05,250,1206,15,17,88,82,139,139,74,87,292,235,16,23
CXB-211_C062_06,180,869,11,12,63,59,100,100,53,62,210,169,12,17
CXB-211_C062_07,145,699,9,10,51,47,81,80,43,50,169,136,9,13
CXB-211_D063_01,189,888,13,14,61,56,101,104,56,59,211,177,15,20
CXB-211_D063_02,130,610,9,10,42,38,69,72,39,41,145,122,10,14
CXB-211_D063_03,156,735,11,12,50,46,84,86,46,49,175,147,12,17
CXB-211_D063_04,264,1239,19,20,84,77,141,145,78,83,295,247,21,28
CXB-211_D063_05,136,640,10,10,44,40,73,75,40,43,152,128,11,15
CXB-211_D063_06,170,800,12,13,55,50,91,94,51,53,190,160,13,18
CXB-211_E064_01,148,680,10,11,43,52,76,73,43,45,166,136,10,14
CXB-211_E064_02,198,907,13,15,58,70,101,97,58,60,221,182,14,18
CXB-211_E064_03,145,663,10,11,42,51,74,71,42,44,162,133,10,13
CXB-211_E064_04,205,940,14,16,60,72,105,101,60,62,229,189,14,19
